종목코드,종목명,재무제표종류,유동자산_2023,유동자산_2022,유동부채_2023,유동부채_2022,부채총계_2023,부채총계_2022,자본총계_2023,자본총계_2022,매출액_2023,매출액_2022,영업이익_2023,영업이익_2022,당기순이익_2023,당기순이익_2022
001520,동양,CFS,408147609232.0,393101021243.0,196975829776.0,176610018139.0,218576018287.0,200018245461.0,785685707090.0,783531995337.0,203386566649.0,163133861954.0,7462299677.0,-4437413539.0,11663692531.0,-2123752018.0
001525,동양우,,,,,,,,,,,,,,,
001527,동양2우B,,,,,,,,,,,,,,,
001530,DI동일,CFS,313196684407.0,337548132713.0,250701896710.0,272195151884.0,362514026837.0,381086723056.0,617023153327.0,619195795350.0,207537334779.0,241007941980.0,1991534177.0,17668630864.0,1725426889.0,15574767561.0
001550,조비,CFS,91546057285.0,78134326529.0,73365253931.0,57328641472.0,83795165732.0,68561445949.0,59546775850.0,61480314176.0,39346327584.0,43685817343.0,-778318232.0,9568259374.0,-1933538326.0,8239538843.0
001560,제일연마,CFS,56431775805.0,53268101591.0,12932114514.0,9637922726.0,15874542802.0,11951004596.0,95665420206.0,92166871301.0,19310403560.0,20363968613.0,1828390474.0,1925049882.0,1911747606.0,2014527793.0
001570,금양,CFS,132361172071.0,146882938167.0,104233283088.0,103934074100.0,161451673100.0,160842410708.0,122012862247.0,121936315678.0,37533125309.0,53986242492.0,-858107040.0,4322809344.0,-2653345825.0,2277372605.0
001620,케이비아이동국실업,CFS,231268633174.0,233598639427.0,305542193746.0,301480202607.0,372149159709.0,373187013643.0,183912417477.0,180383548030.0,164975432466.0,132854879468.0,-2005980589.0,-7919034298.0,-792813024.0,-6029741229.0
001630,종근당홀딩스,CFS,413695572986.0,398595725433.0,431891082998.0,399407472213.0,598859609417.0,577829023460.0,802761195917.0,798543946094.0,214588369309.0,237749308668.0,9409402496.0,-1107581108.0,13803930704.0,1957028282.0
001680,대상,CFS,1791697020730.0,1721004720989.0,964592100871.0,997239386623.0,1951053955207.0,1867569946984.0,1326333868129.0,1322626501384.0,989634209243.0,986773481032.0,24902037389.0,42778657280.0,13505652187.0,28847080514.0
001685,대상우,,,,,,,,,,,,,,,
001720,신영증권,,,,,,,,,,,,,,,
001740,SK네트웍스,CFS,2679699000000.0,2703209000000.0,3507800000000.0,3567813000000.0,7029817000000.0,7048547000000.0,2424891000000.0,2450712000000.0,2449687000000.0,2500718000000.0,53112000000.0,43310000000.0,5365000000.0,29472000000.0
001750,한양증권,,,,,,,,,,,,,,,
001755,한양증권우,,,,,,,,,,,,,,,
001770,SHD,CFS,71453362953.0,62969604391.0,44269482187.0,36134907509.0,44847502892.0,36836001991.0,51749981778.0,51455970487.0,24340446047.0,28271973142.0,563068741.0,2683513780.0,405128294.0,1967947525.0
001780,알루코,CFS,369193809144.0,326840775284.0,488314031825.0,465830380456.0,510860819003.0,506348248906.0,325091150355.0,310584717275.0,147989158330.0,156781356040.0,14022191709.0,9889808958.0,10559174634.0,6219218453.0
001790,대한제당,CFS,627102255000.0,613796109000.0,368710409000.0,390061782000.0,683020957000.0,681747544000.0,537689209000.0,537718752000.0,312523929000.0,318613736000.0,10319768000.0,694832000.0,11669984000.0,-3801657000.0
001795,대한제당우,,,,,,,,,,,,,,,
001800,오리온홀딩스,CFS,1572316355496.0,1584060873911.0,565321737137.0,663512598084.0,882181360088.0,977214307936.0,4214003482886.0,4124954123258.0,676249929955.0,661123939882.0,85746972062.0,91950970844.0,67888241677.0,65440715019.0
001820,삼화콘덴서,CFS,169273630802.0,162158129535.0,58389997176.0,53555574870.0,66734233144.0,62021312212.0,228667036763.0,225432520413.0,65270810713.0,68516325053.0,6565039739.0,8928664138.0,5994164464.0,7592574855.0
001940,KISCO홀딩스,CFS,1301114178673.0,1289089265794.0,182399037521.0,208963844818.0,245776043440.0,239739584991.0,1503007415908.0,1496196972636.0,415162609263.0,404600830485.0,33863928463.0,38413172085.0,28024468987.0,37180101465.0
002020,코오롱,CFS,1921598661870.0,1684980865278.0,2420818351348.0,2341085909022.0,3551985743308.0,3322537563034.0,1185259358115.0,1154953577043.0,1329442075459.0,1312021639338.0,44948467682.0,95198549819.0,36575091346.0,63841298281.0
002025,코오롱우,,,,,,,,,,,,,,,
002030,아세아,CFS,865749256253.0,881507374671.0,533579546365.0,518884523788.0,1324314945141.0,1317598873795.0,1871999103021.0,1864777074285.0,491882217518.0,449775352167.0,39231846347.0,37783475432.0,25865787661.0,23925724466.0
002070,비비안,CFS,108031213508.0,90886103322.0,111725782940.0,98654688573.0,118220156709.0,104480645980.0,94205544265.0,96580534960.0,48428150592.0,44434511054.0,950234961.0,190648547.0,-2404617691.0,-1654973914.0
002100,경농,CFS,314707398877.0,260765667954.0,199168550760.0,156932087281.0,219974034026.0,188148524944.0,282702550065.0,260484164308.0,159251457979.0,147709654077.0,38079075502.0,42180453889.0,31489722563.0,25392351705.0
002140,고려산업,CFS,113538979791.0,127812632315.0,135831350110.0,148284814914.0,156891762659.0,169050032748.0,104642258508.0,105653495078.0,75543986280.0,60750674265.0,3222003975.0,379747690.0,1063723383.0,2181793809.0
002150,도화엔지니어링,CFS,227794916544.0,215628821883.0,237374218598.0,215111875031.0,277623462331.0,255273456899.0,261026987013.0,267316818668.0,119609065334.0,110215476742.0,1738240013.0,1294265293.0,2212897307.0,1806847208.0
002170,SYTS,CFS,362307404215.0,344026136176.0,39242152616.0,30658720857.0,50460757444.0,40424121033.0,424266826336.0,417112654736.0,43131275614.0,42285773822.0,4959292585.0,5085130881.0,13289431980.0,6872994698.0
002200,한국수출포장,CFS,142562593843.0,143085577838.0,44247025248.0,46154487123.0,62560321076.0,64604055301.0,281514355722.0,280917284803.0,77608657981.0,83631246561.0,5124062486.0,6685509013.0,3684496199.0,5348830951.0
002210,동성제약,CFS,53810856671.0,54389189710.0,48058364152.0,47571203754.0,65183702954.0,64892797809.0,43755274877.0,42809263159.0,21450438242.0,22412522853.0,896951984.0,-1656935742.0,771588093.0,-1435579551.0
002220,한일철강,CFS,100867835192.0,105439726347.0,116243117948.0,112789046543.0,157470151799.0,164622338615.0,175421027833.0,174532632878.0,60542505432.0,72295747442.0,3700845499.0,1985732015.0,1309438121.0,3010663520.0
002240,고려제강,CFS,1207678594185.0,1153075088455.0,622145895680.0,561483968404.0,840433523853.0,805246239566.0,1766951439274.0,1727522158689.0,445961229097.0,516133481149.0,13292596179.0,49536573425.0,21345277626.0,48071158032.0
002310,아세아제지,CFS,438200210001.0,441835691580.0,175757335487.0,174449422525.0,232083787724.0,230662239691.0,812461261783.0,804286022003.0,223982486911.0,250797793372.0,21427926404.0,32015520905.0,18783491457.0,26625350791.0
002320,한진,CFS,667972400898.0,615210708980.0,896014293278.0,799783071458.0,2628366987887.0,2558814752905.0,1527899242812.0,1534382938804.0,675050627967.0,706255458366.0,23504499380.0,34399524946.0,-472649806.0,18044097771.0
002350,넥센타이어,CFS,1485029884557.0,1442087250791.0,1325965899828.0,1431723418411.0,2476508063679.0,2348104911877.0,1630288137183.0,1596231827731.0,639554599287.0,532988740826.0,16151226806.0,-42940547481.0,11503701511.0,-25815629865.0
002355,넥센타이어1우B,,,,,,,,,,,,,,,
002360,SH에너지화학,CFS,81965661307.0,81702957489.0,10400491248.0,10758686692.0,32546649249.0,30058823992.0,92802644785.0,94101468139.0,32556525681.0,43099000603.0,-605123687.0,721667934.0,-21492632.0,1810785438.0
002380,KCC,CFS,4221561500916.0,4029782763437.0,3507062739917.0,2869372542476.0,7771258660368.0,7567347802320.0,5533652339853.0,5551138505338.0,1564942775374.0,1637578459759.0,75827748802.0,149407770402.0,-15452013086.0,32197301757.0
002390,한독,CFS,352825281758.0,354171988191.0,277787525591.0,270930450534.0,494628479674.0,489250127554.0,373137789812.0,381856042513.0,128372599403.0,127083450025.0,5195060308.0,5983245516.0,-4396522358.0,343669118.0
002410,범양건영,CFS,78426896399.0,79479043859.0,89015067257.0,90720864613.0,141942011702.0,144032362262.0,70923832919.0,71021899442.0,22450972708.0,33585657806.0,201315161.0,642166335.0,-98066523.0,1116694482.0
002420,세기상사,CFS,9176718749.0,8610007524.0,9350478188.0,3330747632.0,25110091087.0,25060643077.0,28116452777.0,26581197625.0,7525111487.0,6705871227.0,-227235013.0,-269878755.0,-441730668.0,-419224583.0
002450,삼익악기,CFS,208894790482.0,210295390017.0,123499695903.0,134468492548.0,254449348968.0,260906132649.0,267226845063.0,260652700315.0,91673941286.0,105956052927.0,3098450391.0,10043334441.0,3468265090.0,19371271302.0
002460,HS화성,CFS,667732422765.0,544990973847.0,338066620382.0,222647093288.0,507880311839.0,389175292526.0,361479726146.0,356952449379.0,221492119330.0,124370441227.0,12085063993.0,6674118532.0,10093929893.0,9564294152.0
002600,조흥,CFS,284013983017.0,268968494534.0,281205535690.0,275477139063.0,305539912171.0,279570331873.0,144647307201.0,154185144907.0,100920835325.0,65395204816.0,2271272043.0,2770899624.0,-5618571090.0,1760347834.0
002620,제일파마홀딩스,CFS,380718138647.0,352916443850.0,371353089582.0,358504740294.0,454715978743.0,445884552551.0,436150886850.0,419792459625.0,207003193704.0,194798457143.0,18449930405.0,-3171826765.0,18081977536.0,-4777559486.0
002630,오리엔트바이오,CFS,54101703727.0,49249571579.0,3168503858.0,3892299448.0,8987404540.0,9657861933.0,74051702400.0,71392358134.0,7021771916.0,7016392970.0,690099406.0,956544047.0,2316563096.0,-8924304001.0
002690,동일제강,CFS,102303895550.0,101123872721.0,21115226948.0,18680811170.0,24493430317.0,22028247899.0,156576599099.0,157680471138.0,50249164881.0,49172132984.0,42520168.0,3913793974.0,104849415.0,3244280949.0
002700,신일전자,CFS,80262897423.0,105816871898.0,40624158528.0,64029490024.0,47234481168.0,70989812664.0,79885368185.0,81890842633.0,28088016245.0,27152724862.0,-1309614986.0,54573559.0,-1302556168.0,-173828907.0
002710,TCC스틸,CFS,267915295438.0,276384671735.0,270299947200.0,251903595625.0,333741684167.0,298677336481.0,209008205736.0,208804980309.0,142497829822.0,136722700945.0,788907433.0,8690799822.0,-19031326619.0,4551135319.0
002720,국제약품,CFS,52028260278.0,48535452258.0,48791890939.0,47855143190.0,64478889035.0,62513602796.0,74907325179.0,74079260010.0,32407724028.0,33250763808.0,1270022179.0,3092383932.0,834028290.0,2143288156.0
002760,보락,CFS,25339021846.0,26264428282.0,8896397351.0,9809629438.0,11904358564.0,12528504457.0,47926088692.0,48383747090.0,12249795760.0,10923950693.0,210292146.0,528849490.0,167195221.0,424446469.0
002780,진흥기업,CFS,341217554021.0,332594741207.0,145958287024.0,150468384840.0,221227790020.0,227013990002.0,234575048290.0,224732888879.0,152252560605.0,120424090790.0,11321706595.0,12937951125.0,9872498817.0,10490169013.0
002785,진흥기업우B,,,,,,,,,,,,,,,
002787,진흥기업2우B,,,,,,,,,,,,,,,
002790,아모레퍼시픽홀딩스,CFS,2691660386999.0,2566383546972.0,905599917040.0,851901945315.0,1162864828275.0,1117500460491.0,6590111554655.0,6533503340963.0,1009149916158.0,1262837126554.0,81630029524.0,171240377679.0,115559209266.0,132226006549.0
002795,아모레퍼시픽홀딩스우,,,,,,,,,,,,,,,
00279K,아모레퍼시픽홀딩스3우C,,,,,,,,,,,,,,,
002810,삼영무역,CFS,401418130283.0,367906365552.0,109157563809.0,98086686392.0,123104965062.0,112174817744.0,516732752694.0,512033245129.0,111052511782.0,120796696000.0,4482313987.0,5529545264.0,12877732684.0,11009044315.0
002820,SUN&L,CFS,219337928396.0,231592368174.0,283214261998.0,278933732249.0,369171840228.0,373988182288.0,138188566223.0,150446137416.0,117116907989.0,139552617234.0,-6258728507.0,4533013504.0,-10553840192.0,3941308850.0
002840,미원상사,CFS,205029131188.0,197197076947.0,47611105236.0,48106995526.0,73234471769.0,73770759382.0,347224474664.0,341848565180.0,107403785606.0,102659961261.0,14748991359.0,16621114018.0,13189253031.0,15918988245.0
002870,신풍,CFS,85239155874.0,77923645859.0,34476463453.0,27715048317.0,36670372871.0,30070255666.0,81736416948.0,82347640959.0,27298617910.0,4861733855.0,-1008949246.0,-912268099.0,807536828.0,-1753471024.0
002880,디와이에이,CFS,437262542617.0,560727671117.0,739555191350.0,865405332990.0,1047676159210.0,1136743952904.0,225875778052.0,238462812415.0,273724052936.0,323716189570.0,-24458578090.0,-24525573034.0,-19749200746.0,-22747401087.0
