종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동부채_2025,유동부채_2024,부채총계_2025,부채총계_2024,자본총계_2025,자본총계_2024,매출액_2025,매출액_2024,영업이익_2025,영업이익_2024,당기순이익_2025,당기순이익_2024
000020,동화약품,CFS,236060768088.0,237806254928.0,153022262461.0,134010964667.0,252514979454.0,217959805338.0,402113470720.0,401675120174.0,372698029425.0,344241249215.0,4253155719.0,10568755027.0,5575433419.0,3984315788.0
000040,KR모터스,CFS,17845772404.0,11944057793.0,32637595130.0,30219368878.0,55147568068.0,52629712095.0,41008287989.0,32642815777.0,10888465074.0,11129227942.0,-2268377144.0,-3432003062.0,-4129363708.0,-13671310867.0
000050,경방,CFS,165521928509.0,145868325619.0,266947205186.0,247427767447.0,442382879988.0,454721013440.0,784145426140.0,759626462484.0,294283242317.0,286804271140.0,27052767120.0,17650605104.0,29251835533.0,9229231630.0
000070,삼양홀딩스,CFS,2050817150790.0,1866108031174.0,1048276531333.0,988834692935.0,2342944482152.0,2292419017261.0,3224416502432.0,2998088452026.0,2663082166817.0,2677692904835.0,121029277349.0,129463827624.0,115332640809.0,107672773335.0
000080,하이트진로,CFS,1036856013911.0,1023166046028.0,1560199159697.0,1653251708979.0,2239308206465.0,2292042901576.0,1202012095499.0,1149495697352.0,1928863738284.0,1972129345140.0,181578705829.0,186799138705.0,104837027579.0,113866571101.0
000087,하이트진로2우B,,,,,,,,,,,,,,,
000100,유한양행,CFS,1456142177758.0,1360261256866.0,678953303428.0,619136487792.0,836226252416.0,791378826075.0,2216765436859.0,2150670010559.0,1640564582720.0,1571690713912.0,78294506411.0,66697490586.0,75179612575.0,78265855114.0
000105,유한양행우,,,,,,,,,,,,,,,
000120,CJ대한통운,CFS,2902541347310.0,2783266786865.0,3194948607563.0,2996783656303.0,5979340962544.0,5518255667581.0,4366159622274.0,4225599854802.0,9107601658347.0,8956421482303.0,348517429425.0,376337083394.0,172589249022.0,176707003532.0
000140,하이트진로홀딩스,CFS,1049094383446.0,1029097623299.0,1934890754159.0,2098357740903.0,2870816172342.0,2923029298430.0,1212462395307.0,1154414666187.0,1918394097665.0,1962035852799.0,190135327348.0,198096578666.0,93740748545.0,99153539478.0
000145,하이트진로홀딩스우,,,,,,,,,,,,,,,
000150,두산,CFS,13598159000000.0,11912646000000.0,13164021000000.0,11024159000000.0,20107954000000.0,18253581000000.0,12251227000000.0,11889482000000.0,14097480000000.0,12933071000000.0,787507000000.0,794820000000.0,355913000000.0,347329000000.0
000155,두산우,,,,,,,,,,,,,,,
000157,두산2우B,,,,,,,,,,,,,,,
000180,성창기업지주,CFS,54218629961.0,50986246413.0,59163688707.0,58260420912.0,140985099911.0,141518712667.0,568197731397.0,578374605374.0,96453474421.0,111174046280.0,-4775856801.0,-3917616928.0,-5736780603.0,1345692442.0
000210,DL,CFS,2882700179284.0,2878649711744.0,2006297603222.0,2641617003401.0,7156304436511.0,7749224680441.0,4897241571664.0,4786090727143.0,4096279315624.0,4318544454192.0,286766945931.0,436547981959.0,-78785216773.0,63453183516.0
000215,DL우,,,,,,,,,,,,,,,
000220,유유제약,CFS,96665435138.0,101947330682.0,54757985421.0,64479826927.0,63320357882.0,72624048180.0,139097406868.0,135063350824.0,106545337240.0,100181463036.0,11148259571.0,11965342191.0,7910656121.0,10894724304.0
000225,유유제약1우,,,,,,,,,,,,,,,
000227,유유제약2우B,,,,,,,,,,,,,,,
000230,일동홀딩스,CFS,271069756139.0,267472842690.0,359656245743.0,369324959655.0,504672871322.0,600703310841.0,308947135796.0,253998132129.0,437063467876.0,474186223817.0,7686269718.0,-7933440556.0,1832056841.0,-27574601034.0
000240,한국앤컴퍼니,CFS,587563130444.0,749903811373.0,250018228959.0,484686609846.0,452414160965.0,683552763446.0,4590698020641.0,4452873418433.0,1117154687737.0,1093593562205.0,337835002561.0,387578431821.0,301701790335.0,343221447034.0
000270,기아,CFS,44534572000000.0,41797457000000.0,29761837000000.0,26977376000000.0,39224332000000.0,36915565000000.0,58759255000000.0,55840309000000.0,86053182000000.0,80300635000000.0,7235605000000.0,9950722000000.0,6083272000000.0,8033587000000.0
000300,DH오토넥스,CFS,23309165525.0,26813922849.0,18288091503.0,29190990620.0,27177592770.0,39899647221.0,30338524892.0,26161988954.0,26935547113.0,23630754233.0,2696308666.0,-1466938993.0,3859609745.0,-7052220166.0
000320,노루홀딩스,CFS,648606052249.0,618344524322.0,352246921212.0,358871107456.0,463908004490.0,442599207599.0,793482586035.0,772239740646.0,952466618352.0,932862359984.0,55594356529.0,69260864560.0,45563491208.0,70824108723.0
000325,노루홀딩스우,,,,,,,,,,,,,,,
000370,한화손해보험,CFS,,,,,18073289275000.0,16881077313000.0,2648813769000.0,2953083271000.0,,,,,233086343000.0,309533269000.0
000390,SP삼화,CFS,312676240319.0,309605425089.0,223108741107.0,259275948055.0,291594379171.0,289704209848.0,325499883536.0,329610877682.0,466280013442.0,473549737679.0,5915618796.0,19879522605.0,7018612688.0,14460146602.0
000400,롯데손해보험,CFS,,,,,14292602000000.0,14747239000000.0,590893000000.0,794239000000.0,,,,,98992000000.0,69719000000.0
000430,대원강업,CFS,581675026000.0,534673538000.0,604713519000.0,544575655000.0,700198284000.0,621334585000.0,688800109000.0,681014742000.0,1193639494000.0,947404988000.0,31588233000.0,28349110000.0,20057786000.0,34892272000.0
000480,CR홀딩스,CFS,538125686000.0,509568451000.0,518313674000.0,687414034000.0,778503472000.0,835588274000.0,822485315000.0,862107307000.0,634493756000.0,601145147000.0,32848293000.0,29894024000.0,2469518000.0,20443675000.0
000490,대동,CFS,1159599554220.0,1133886383951.0,1050124890627.0,1101155537489.0,1570711485149.0,1531411970874.0,680593076698.0,601215345248.0,1155449363782.0,1103274376232.0,47265655674.0,38093262096.0,12203183171.0,-17943299067.0
000500,가온전선,CFS,872082661000.0,654804752000.0,649637442000.0,518334366000.0,791465256000.0,589179383000.0,468829423000.0,453705043000.0,1932005107000.0,1214833811000.0,71244064000.0,36118368000.0,48321676000.0,24308314000.0
000520,삼일제약,CFS,89032070497.0,91345650494.0,147051988856.0,106660109599.0,234346905803.0,218947290895.0,143089798945.0,176123873044.0,157249610487.0,161908717170.0,-13639920870.0,2972489522.0,-23503624091.0,-2068385372.0
000540,흥국화재,CFS,,,,,12236700000000.0,12122030000000.0,880228000000.0,772659000000.0,,,,,158999000000.0,197835000000.0
000545,흥국화재우,,,,,,,,,,,,,,,
000590,CS홀딩스,CFS,278292991627.0,267523910482.0,18249509387.0,23777076696.0,31862426747.0,35090175721.0,389690909774.0,377496622222.0,99119286864.0,103991984351.0,16607211252.0,15689385574.0,15248322237.0,19778087809.0
000640,동아쏘시오홀딩스,CFS,526927098227.0,449172482597.0,701260458566.0,703282253044.0,974234339948.0,966546316740.0,1156666828567.0,1063937470276.0,1057903495200.0,986303382924.0,81816418864.0,60403901166.0,103129326210.0,52252780884.0
000650,천일고속,CFS,2544733484.0,3614554270.0,22999277474.0,20146010641.0,42555256696.0,39416038248.0,11283096113.0,14086493860.0,33072999835.0,32837213647.0,-5113751970.0,-4784691672.0,-2768219988.0,-3545335258.0
000660,SK하이닉스,CFS,57139556000000.0,42278887000000.0,29769431000000.0,24965444000000.0,48428751000000.0,45939505000000.0,100006279000000.0,73915704000000.0,64320022000000.0,46425925000000.0,28036745000000.0,15384523000000.0,27701949000000.0,11790415000000.0
000670,영풍,CFS,1320689900775.0,1556095230506.0,996164117780.0,927947129412.0,1744859593307.0,1716406429617.0,4103159507558.0,3985301285146.0,1921290932302.0,2150178323153.0,-159169751935.0,-61040753770.0,136227282467.0,63364118643.0
000680,LS네트웍스,CFS,7525522537131.0,6941205350867.0,8893474395775.0,8038791827299.0,9563226662439.0,8670672911334.0,937764450455.0,930832206826.0,1573080826391.0,1401544579589.0,48384012756.0,32631818904.0,19167067477.0,-7605265369.0
