종목코드,종목명,재무제표종류,유동자산_2023,유동자산_2022,유동자산_2021,유동부채_2023,유동부채_2022,유동부채_2021,부채총계_2023,부채총계_2022,부채총계_2021,자본총계_2023,자본총계_2022,자본총계_2021,매출액_2023,매출액_2022,매출액_2021,영업이익_2023,영업이익_2022,영업이익_2021,당기순이익_2023,당기순이익_2022,당기순이익_2021,ROE_2023,부채비율_2023,유동비율_2023,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
005800,신영와코루,CFS,165709722247.0,179619782007.0,170258777542.0,27794916867.0,54155104445.0,53997739073.0,36041587402.0,63083713569.0,65750359288.0,365678215759.0,362720745342.0,322918244369.0,202775168754.0,201443944940.0,189412826757.0,2157294604.0,6613866012.0,3690487329.0,5008543200.0,23502438488.0,6491809139.0,1.37,9.86,596.19,6.48,17.39,331.68,2.01,20.36,315.31,0.66,-67.38,6.35,79.21
005810,풍산홀딩스,CFS,202981668491.0,213323193085.0,196431480901.0,110873765199.0,103482894554.0,86482433678.0,170346888480.0,178221821848.0,155681920444.0,1023904316175.0,964559570378.0,896274083149.0,406728730515.0,387671434890.0,487784677999.0,67837648307.0,80160431979.0,96828238680.0,83387284452.0,73235786439.0,173751309228.0,8.14,16.64,183.07,7.59,18.48,206.14,19.39,17.37,227.13,4.92,-15.37,-20.52,-17.21
005820,원림,CFS,99385495353.0,78165685356.0,91448899410.0,15814014566.0,18918952101.0,26662976267.0,23052297051.0,26002568470.0,34844419311.0,151917181773.0,143929258015.0,135439017833.0,84421858608.0,81927170601.0,79683129520.0,5066403417.0,3400937500.0,3192709036.0,10089058402.0,9219220479.0,2724277117.0,6.64,15.17,628.46,6.41,18.07,413.16,2.01,25.73,342.98,3.05,48.97,2.82,6.52
005830,DB손해보험,CFS,,,,,,,49736681327747.0,45510911766472.0,58019133909451.0,10303747263209.0,12124266534256.0,6732468664221.0,,,,,,,1742379224712.0,2039482230002.0,872920123813.0,16.91,482.7,,16.82,375.37,,12.97,861.78,,,,,
005850,에스엘,CFS,2070891916834.0,1773353010903.0,1601327668417.0,1116078680510.0,1092451714642.0,898523117862.0,1226615063764.0,1225627791292.0,1049018848620.0,2009119403482.0,1706009149013.0,1518474284906.0,4838846695980.0,4174537934857.0,3001142196348.0,386185752873.0,197915409993.0,110540923374.0,349266124228.0,165912606043.0,96212544698.0,17.38,61.05,185.55,9.73,71.84,162.33,6.34,69.08,178.22,15.91,95.13,39.1,79.04
005870,휴니드,CFS,226645373224.0,229090786204.0,192277737645.0,132338302899.0,154763742732.0,127257295790.0,137756656975.0,159788538743.0,134159015866.0,161578257143.0,144336818728.0,133181245779.0,228843875014.0,222470897615.0,227701907939.0,17360970116.0,12661325441.0,13294091773.0,17876181009.0,9259054398.0,13016423829.0,11.06,85.26,171.26,6.41,110.71,148.03,9.77,100.73,151.09,2.86,37.12,-2.3,-4.76
005880,대한해운,CFS,655634038156.0,560963774495.0,502296058727.0,1192523164554.0,721681757213.0,390206074573.0,2880989160205.0,2706138104863.0,2341620168689.0,1846814654142.0,1784122006765.0,1518114390148.0,1397365391874.0,1612014464184.0,1153843059443.0,249957270562.0,267671830651.0,203921089342.0,46354279593.0,172294292657.0,306589438251.0,2.51,156.0,54.98,9.66,151.68,77.73,20.2,154.25,128.73,-13.32,-6.62,39.71,31.26
005930,삼성전자,CFS,195936557000000.0,218470581000000.0,218163185000000.0,75719452000000.0,78344852000000.0,88117133000000.0,92228115000000.0,93674903000000.0,121721227000000.0,363677865000000.0,354749604000000.0,304899931000000.0,258935494000000.0,302231360000000.0,279604799000000.0,6566976000000.0,43376630000000.0,51633856000000.0,15487100000000.0,55654077000000.0,39907450000000.0,4.26,25.36,258.77,15.69,26.41,278.86,13.09,39.92,247.58,-14.33,-84.86,8.09,-15.99
005935,삼성전자우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005940,NH투자증권,CFS,,,,,,,49084465000000.0,46200211000000.0,51718694000000.0,7613428000000.0,7228056000000.0,6823305000000.0,,,,,,,553048000000.0,302929000000.0,931464000000.0,7.26,644.71,,4.19,639.18,,13.65,757.97,,,,,
005945,NH투자증권우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005950,이수화학,CFS,696255711975.0,648004325426.0,668558728961.0,619458505439.0,646244331679.0,521817526282.0,832802122592.0,782591483389.0,777122951530.0,260664591089.0,405485089749.0,391815624582.0,1995488453425.0,2001785794246.0,1512633282126.0,-56017930753.0,-17067101101.0,60527609578.0,-28074913226.0,26233638344.0,96522425842.0,-10.77,319.49,112.4,6.47,193.0,100.27,24.63,198.34,128.12,-0.31,-228.22,32.34,-128.2
005960,동부건설,CFS,1363719905898.0,1135812744275.0,781567740809.0,1016620678576.0,617523861899.0,410707890007.0,1226953607157.0,998112147136.0,702346281301.0,580558728890.0,583588347208.0,559654479847.0,1899979526270.0,1461208947333.0,1144872823605.0,30156163241.0,41253381219.0,61251228945.0,-4854316016.0,39355378983.0,116473370425.0,-0.84,211.34,134.14,6.74,171.03,183.93,20.81,125.5,190.3,30.03,-26.9,27.63,-32.65
005965,동부건설우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006040,동원산업,CFS,3770743737259.0,3395834362543.0,3047421617801.0,3070620309109.0,2682961819501.0,2216120894829.0,4589421552831.0,4152704107718.0,4058408981430.0,3135721276463.0,2908475429741.0,2626758214077.0,8948570757964.0,9026258367482.0,7602999659514.0,464733626626.0,494432749962.0,508664037310.0,272187151018.0,296545278655.0,315039571118.0,8.68,146.36,122.8,10.2,142.78,126.57,11.99,154.5,137.51,-0.86,-6.01,18.72,-2.8
006060,화승인더,CFS,747616933377.0,874903842645.0,820293693265.0,905070999887.0,943368596899.0,854747575504.0,1039627990949.0,1119839945881.0,1002373142596.0,613649058624.0,659649543091.0,634677962718.0,1466551191174.0,1912955609700.0,1365517618369.0,24745436322.0,73297899437.0,17136189261.0,-32499380085.0,84442660.0,-4203131618.0,-5.3,169.42,82.6,0.01,169.76,92.74,-0.66,157.93,95.97,-23.34,-66.24,40.09,327.74
006090,사조오양,CFS,138289185761.0,136578328509.0,126691707365.0,118247567432.0,129264943322.0,105743802678.0,125447760254.0,137261542247.0,119243893874.0,220792416309.0,205946412848.0,196704588855.0,391537751320.0,369125207218.0,328881778560.0,16282340446.0,10201022922.0,20393329855.0,20298534633.0,8526793526.0,15770039285.0,9.19,56.82,116.95,4.14,66.65,105.66,8.02,60.62,119.81,6.07,59.61,12.24,-49.98
006110,삼아알미늄,CFS,189503583143.0,129950354050.0,99114672156.0,93699966320.0,125330581063.0,92624711844.0,149310132933.0,150214354677.0,105209850404.0,254988673514.0,137938934911.0,122028110534.0,268023420437.0,312055883421.0,252965524544.0,3770590732.0,22571051710.0,15447143092.0,3406229990.0,17206656305.0,12153040066.0,1.34,58.56,202.25,12.47,108.9,103.69,9.96,86.22,107.01,-14.11,-83.29,23.36,46.12
006120,SK디스커버리,CFS,5012296888979.0,5326431008340.0,2801640848330.0,2829893307852.0,3283276498952.0,1977474937048.0,6181138047283.0,5826776624464.0,3812564886737.0,6069572247695.0,5953321868034.0,3069308327948.0,8939216850779.0,8717115148765.0,6614328160700.0,256702034546.0,362228951564.0,74366472698.0,247822243607.0,534037722554.0,272294790887.0,4.08,101.84,177.12,8.97,97.87,162.23,8.87,124.22,141.68,2.55,-29.13,31.79,387.09
006125,SK디스커버리우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006200,한국전자홀딩스,CFS,249532285927.0,203217100953.0,230494244475.0,87099655370.0,94444592137.0,112706134841.0,116991494092.0,123768339272.0,153728383077.0,386122138294.0,345331921976.0,309899469327.0,266806350932.0,323979889281.0,331176392129.0,-24677103505.0,30029847771.0,38507381292.0,-28809054750.0,31243297812.0,29177553677.0,-7.46,30.3,286.49,9.05,35.84,215.17,9.42,49.61,204.51,-17.65,-182.18,-2.17,-22.02
006220,제주은행,CFS,,,,,,,6626863000000.0,6798450000000.0,6428269000000.0,535851000000.0,521854000000.0,515945000000.0,,,,,,,5101000000.0,22820000000.0,18446000000.0,0.95,1236.7,,4.37,1302.75,,3.58,1245.92,,,,,
006260,LS,CFS,11617591000000.0,11461292000000.0,7485506000000.0,8631564000000.0,8504994000000.0,5173933000000.0,11495353000000.0,11363417000000.0,7915665000000.0,6750601000000.0,5893939000000.0,4710266000000.0,24480743000000.0,17491338000000.0,12829274000000.0,899674000000.0,669509000000.0,575315000000.0,570596000000.0,847180000000.0,352129000000.0,8.45,170.29,134.59,14.37,192.8,134.76,7.48,168.05,144.68,39.96,34.38,36.34,16.37
006280,녹십자,CFS,1039149087771.0,980437888875.0,1095620833886.0,868916638866.0,540738447304.0,552882863140.0,1103450608000.0,958895150180.0,962387714561.0,1539863309487.0,1566641931089.0,1499757017639.0,1626643815820.0,1711312739533.0,1537825750251.0,34436169536.0,81263665843.0,73661620779.0,-19808730987.0,69414784584.0,136949879241.0,-1.29,71.66,119.59,4.43,61.21,181.31,9.13,64.17,198.17,-4.95,-57.62,11.28,10.32
006340,대원전선,CFS,191351571521.0,200914428407.0,194857059590.0,122508949574.0,142834595591.0,141646044201.0,134547618320.0,154359646720.0,152928878651.0,100324043905.0,91598885754.0,87644896846.0,515401908392.0,562428058271.0,474978486706.0,13130113478.0,1346085446.0,2295663054.0,9612692059.0,1354066071.0,1304381307.0,9.58,134.11,156.19,1.48,168.52,140.66,1.49,174.49,137.57,-8.36,875.43,18.41,-41.36
006345,대원전선우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006360,GS건설,CFS,9482031400336.0,9411595104509.0,8195112429919.0,8796223078467.0,8205470645448.0,6769327249756.0,12822138677201.0,11590413888307.0,10311003421948.0,4885159860812.0,5356202808591.0,4872723842820.0,13436684904471.0,12299196214752.0,9036575422803.0,-387945401071.0,554834830515.0,646485539335.0,-419500544880.0,441211560543.0,428803249577.0,-8.59,262.47,107.8,8.24,216.39,114.7,8.8,211.61,121.06,9.25,-169.92,36.1,-14.18
006370,대구백화점,CFS,24380798670.0,23612147066.0,140445368265.0,137730400952.0,189455589257.0,154555811935.0,269986052589.0,238926889458.0,232567470102.0,197437292140.0,231420373088.0,254032331575.0,61806120887.0,70060517293.0,75954895503.0,-15147326554.0,-16303455665.0,-18071441256.0,-29666182421.0,-18601405827.0,-5831920022.0,-15.03,136.75,17.7,-8.04,103.24,12.46,-2.3,91.55,90.87,-11.78,7.09,-7.76,9.78
006380,카프로,CFS,31567356492.0,94426176556.0,216792805213.0,197345539834.0,167024554287.0,207957306690.0,240136624028.0,275602853303.0,269292140892.0,-23332040485.0,26602738377.0,126006035469.0,75594416635.0,427187321496.0,582429145651.0,-39471837760.0,-122282523566.0,3603080373.0,-49109417604.0,-186206661086.0,1957933460.0,210.48,-1029.21,16.0,-699.95,1035.99,56.53,1.55,213.71,104.25,-82.3,67.72,-26.65,-3493.83
006400,삼성SDI,CFS,9187029193265.0,9651702375329.0,7444907068203.0,8518933137070.0,8006938827488.0,6461285795016.0,14131610215445.0,13040023014999.0,10636493682081.0,19907249977522.0,17217502156128.0,15196699314855.0,22708300498633.0,20124069515854.0,13553220248796.0,1633368964768.0,1808013013202.0,1067575600497.0,2066046562201.0,2039361447986.0,1250401560241.0,10.38,70.99,107.84,11.84,75.74,120.54,8.23,69.99,115.22,12.84,-9.66,48.48,69.36
006405,삼성SDI우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006490,프리티,CFS,27820318280.0,28777159014.0,36939215254.0,36941334924.0,37180120332.0,42543796443.0,38133734139.0,38132316932.0,43461356421.0,38350409280.0,63051467155.0,65888588857.0,99811312707.0,76678321796.0,71665525213.0,446804037.0,-1387901650.0,-2421495654.0,-30303127067.0,-7408062517.0,5088299660.0,-79.02,99.44,75.31,-11.75,60.48,77.4,7.72,65.96,86.83,30.17,132.19,6.99,42.68
006570,대림통상,CFS,95941613928.0,97249047327.0,91795559569.0,91020270941.0,79560377493.0,81786778148.0,106152378893.0,91462722734.0,89665370599.0,70991418122.0,80329895891.0,76137060888.0,145721236338.0,174112262391.0,155229119203.0,-4932768955.0,6951768177.0,2943841594.0,-7955396540.0,3827885023.0,340647786.0,-11.21,149.53,105.41,4.77,113.86,122.23,0.45,117.77,112.24,-16.31,-170.96,12.16,136.15
006650,대한유화,CFS,502070943945.0,460924908665.0,970576200263.0,288246676637.0,222554203689.0,307502731889.0,371702112202.0,333880102156.0,449738749493.0,1824790602135.0,1861952413767.0,2029134281774.0,2499972627941.0,2222070977921.0,2514851601517.0,-62321327716.0,-214640345650.0,179414039346.0,-29040720790.0,-149053085545.0,149935944614.0,-1.59,20.37,174.18,-8.01,17.93,207.11,7.39,22.16,315.63,12.51,70.96,-11.64,-219.63
006660,삼성공조,CFS,221408500077.0,201631943530.0,158908013145.0,35223094742.0,41011848299.0,34894401040.0,42256345231.0,49783880589.0,37761206683.0,271167495213.0,258870910592.0,219752945076.0,125890836954.0,95745353970.0,79578435154.0,5439330772.0,8737465177.0,1170697408.0,14081133282.0,40961799062.0,-2479562400.0,5.19,15.58,628.59,15.82,19.23,491.64,-1.13,17.18,455.4,31.49,-37.75,20.32,646.35
006740,블루산업개발,CFS,61503210872.0,54442061424.0,85462405104.0,21850624649.0,17277788385.0,19365789929.0,79693711102.0,67139875786.0,77558898577.0,120222578181.0,136530503860.0,132037440574.0,82568024475.0,105449038864.0,120612511549.0,-2992480125.0,7804011246.0,8098496224.0,-5653312056.0,7918488493.0,6342599451.0,-4.7,66.29,281.47,5.8,49.18,315.1,4.8,58.74,441.31,-21.7,-138.35,-12.57,-3.64
006800,미래에셋증권,CFS,,,,,,,116938445976567.0,95852875159122.0,98031833902423.0,11238866114389.0,11099314721113.0,10609959411536.0,20359463366897.0,19161174666050.0,13152001580324.0,,,,337857808122.0,706131422248.0,1183438432208.0,3.01,1040.48,,6.36,863.59,,11.15,923.96,,6.25,,45.69,
006805,미래에셋증권우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00680K,미래에셋증권2우B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
006840,AK홀딩스,CFS,1534098922327.0,1578818308431.0,1352749114609.0,2775069811528.0,2366670547012.0,1873942574814.0,4020733884275.0,3721996781791.0,3346377385610.0,1294261200121.0,1263368989571.0,1202359271295.0,4479660141625.0,3787959855335.0,3167699652090.0,279123890558.0,-21822473627.0,-165714944091.0,130395492971.0,-124858459734.0,-199326056742.0,10.07,310.66,55.28,-9.88,294.61,66.71,-16.58,278.32,72.19,18.26,1379.07,19.58,86.83
006880,신송홀딩스,CFS,35061784725.0,33746274549.0,35559458848.0,109926582057.0,56054142465.0,54138908717.0,139384802130.0,146219644364.0,152906424644.0,103552470549.0,96131077029.0,95283806748.0,193419654722.0,209403828091.0,186444266263.0,8381489448.0,8574416656.0,6867678554.0,8831541142.0,1577789162.0,7466832569.0,8.53,134.6,31.9,1.64,152.1,60.2,7.84,160.47,65.68,-7.63,-2.25,12.31,24.85
006890,태경케미컬,CFS,68938171478.0,66162897988.0,62264449704.0,12428080145.0,11658373087.0,10480650841.0,20900958071.0,20054166298.0,19762173299.0,161981348487.0,147337732507.0,140983715975.0,70748221182.0,59613478497.0,54066186889.0,17877381574.0,10400584716.0,12135092981.0,17372104698.0,8732482523.0,10914685864.0,10.72,12.9,554.7,5.93,13.61,567.51,7.74,14.02,594.09,18.68,71.89,10.26,-14.29
006980,우성,CFS,248068670570.0,255997620670.0,197622310346.0,211111514188.0,213958999643.0,152049644952.0,242808033710.0,228737289473.0,172372494247.0,182519530233.0,173231983536.0,172245246521.0,634838094173.0,612322385130.0,480475197521.0,5680812539.0,-607442610.0,912419721.0,11055745204.0,126061430.0,-5842439821.0,6.06,133.03,117.51,0.07,132.04,119.65,-3.39,100.07,129.97,3.68,1035.2,27.44,-166.57
007070,GS리테일,CFS,1857061602047.0,1366113278315.0,1183932817746.0,2664089238772.0,2173617697970.0,2055199218764.0,5608276834883.0,5412417744683.0,5041586937987.0,4433739107731.0,4420005380162.0,4414386044491.0,11612547920738.0,11031892705958.0,9517214159799.0,393955339623.0,360186160964.0,292472388224.0,22147526377.0,47609804762.0,801275553361.0,0.5,126.49,69.71,1.08,122.45,62.85,18.15,114.21,57.61,5.26,9.38,15.92,23.15
007110,일신석재,CFS,42376412854.0,61470485884.0,39497351322.0,31054628544.0,50872603656.0,29917267830.0,41333553545.0,60940446850.0,39637444370.0,56968634418.0,55227417237.0,52252635215.0,101237416801.0,137670990748.0,74742972573.0,4606467382.0,3899804285.0,826387310.0,1662404066.0,2347583898.0,-61496553.0,2.92,72.55,136.46,4.25,110.34,120.83,-0.12,75.86,132.02,-26.46,18.12,84.19,371.91
007120,미래아이앤지,CFS,9912992825.0,31591856532.0,36533717144.0,5948307655.0,4710195322.0,3265137643.0,26320541597.0,28061180087.0,28587955823.0,58141399070.0,69431663112.0,71080377235.0,13025586982.0,12828359269.0,7807921586.0,3232556343.0,3105522387.0,899375453.0,-9297695357.0,-3042386041.0,-18081302852.0,-15.99,45.27,166.65,-4.38,40.42,670.71,-25.44,40.22,1118.9,1.54,4.09,64.3,245.3
007160,사조산업,CFS,299434662900.0,338171210782.0,320683527977.0,460396159573.0,429303021755.0,384178386265.0,522283807245.0,523375978943.0,548108054331.0,647475832866.0,643235999248.0,565748439107.0,632240275627.0,660986318742.0,590393764176.0,-23912003470.0,55173554439.0,49237466179.0,9347260430.0,80131865013.0,55325013372.0,1.44,80.66,65.04,12.46,81.37,78.77,9.78,96.88,83.47,-4.35,-143.34,11.96,12.06
007210,벽산,CFS,247206760852.0,249903036374.0,207560308091.0,180636131712.0,206258902439.0,157776922899.0,289171146580.0,299532316523.0,215128919293.0,331255797285.0,302287717378.0,290311546137.0,620719684691.0,519886002844.0,471429017552.0,44748806752.0,18828034737.0,8544877436.0,36431960368.0,11698989585.0,-1495002759.0,11.0,87.3,136.85,3.87,99.09,121.16,-0.51,74.1,131.55,19.4,137.67,10.28,120.34
007280,한국특강,CFS,235482330815.0,230421748425.0,191986245290.0,241261713662.0,217425096298.0,113088565249.0,334499280052.0,348107184910.0,316723246212.0,226498155365.0,199701202749.0,140027174091.0,830391818276.0,795939630828.0,691525199712.0,47315792559.0,30643132332.0,40213158225.0,28125493377.0,40633591137.0,36985484501.0,12.42,147.68,97.6,20.35,174.31,105.98,26.41,226.19,169.77,4.33,54.41,15.1,-23.8
007310,오뚜기,CFS,1450698715577.0,1482195978641.0,1028061750193.0,904873432138.0,1219292102728.0,701330633318.0,1432941729984.0,1622240967893.0,1067386662130.0,2063540799084.0,1947519891175.0,1538452346672.0,3454548477401.0,3183314853660.0,2739036859209.0,254893843560.0,185656436842.0,166575352719.0,161681368673.0,278494298320.0,129977855166.0,7.84,69.44,160.32,14.3,83.3,121.56,8.45,69.38,146.59,8.52,37.29,16.22,11.45
007340,DN오토모티브,CFS,1740312507736.0,1775650459528.0,1077073232833.0,1404917464019.0,1358459213708.0,558066306879.0,3172968752905.0,3460082191971.0,770989552036.0,1394417748532.0,1131508559775.0,713972880627.0,3269243065116.0,3156376223570.0,930752730400.0,490389697147.0,421528485860.0,89645343410.0,283445370500.0,184899013321.0,85081181274.0,20.33,227.55,123.87,16.34,305.79,130.71,11.92,107.99,193.0,3.58,16.34,239.12,370.22
007460,에이프로젠,CFS,144207122658.0,211577633197.0,103099363353.0,125640479361.0,89933338793.0,421928721268.0,176739762369.0,138850905278.0,478452841355.0,417688000298.0,461002376463.0,-806442770.0,150577975324.0,78349308044.0,26295794076.0,-88866493684.0,-119344687080.0,-94636240572.0,-97283316172.0,-116084862495.0,-119229369806.0,-23.29,42.31,114.78,-25.18,30.12,235.26,14784.6,-59328.8,24.44,92.19,25.54,197.95,-26.11
007540,샘표,CFS,190023540407.0,205815950899.0,210015301950.0,126599533070.0,97359029055.0,84585810454.0,144770085041.0,138655949073.0,129328226708.0,329813517821.0,327263957987.0,313409922004.0,383926496950.0,371827516670.0,348963423665.0,8130901397.0,10335490908.0,21904156438.0,10634772183.0,16202363854.0,22972218582.0,3.22,43.89,150.1,4.95,42.37,211.4,7.33,41.26,248.29,3.25,-21.33,6.55,-52.81
007570,일양약품,CFS,123658680911.0,118417757290.0,136340053728.0,139262800168.0,145327719181.0,167919556593.0,162206815166.0,165131818175.0,192384799952.0,230399745264.0,237784614168.0,226875839973.0,266669003173.0,247772599350.0,242511450445.0,16379100013.0,14248917249.0,15188096773.0,-2030394390.0,19806136531.0,14751956130.0,-0.88,70.4,88.8,8.33,69.45,81.48,6.5,84.8,81.19,7.63,14.95,2.17,-6.18
007575,일양약품우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007590,동방아그로,CFS,168992097474.0,161786671545.0,154285563722.0,52780547783.0,53872484126.0,45411672552.0,64434056198.0,65704820709.0,57352105712.0,159950147364.0,150823208669.0,147114820245.0,164275326108.0,146722848606.0,134065934141.0,13588672363.0,9337231210.0,8197671412.0,12160962261.0,6793365396.0,7006595602.0,7.6,40.28,320.18,4.5,43.56,300.31,4.76,38.98,339.75,11.96,45.53,9.44,13.9
007610,선도전기,CFS,21259309116.0,29871451851.0,37498185313.0,63702222739.0,68023145526.0,75603962230.0,69366338263.0,76037003476.0,88951575810.0,22956731902.0,37939349367.0,57265499137.0,41641878386.0,64020094129.0,69200326702.0,-7214331618.0,-11292685179.0,-23452460106.0,-16640943009.0,-14604818958.0,-31435580690.0,-72.49,302.16,33.37,-38.5,200.42,43.91,-54.89,155.33,49.6,-34.95,36.12,-7.49,51.85
007660,이수페타시스,CFS,383628200131.0,373857465832.0,310268447359.0,290513985554.0,286000684042.0,298215821354.0,359658155215.0,323686082261.0,324186855631.0,266778163292.0,222328078478.0,125491909633.0,675332755709.0,642920533265.0,469621094131.0,62169058401.0,116618143622.0,46875580199.0,47723051484.0,102473037692.0,-3603718792.0,17.89,134.82,132.05,46.09,145.59,130.72,-2.87,258.33,104.04,5.04,-46.69,36.9,148.78
007690,국도화학,CFS,653730561289.0,746044369391.0,804619330668.0,561181386006.0,494386760683.0,481963389160.0,662535123654.0,640905700204.0,601421179530.0,847026119089.0,858187958399.0,814945012252.0,1311776360252.0,1601774176672.0,1577111746723.0,19152808086.0,96930520486.0,204707042943.0,7489803560.0,73532423341.0,157086037851.0,0.88,78.22,116.49,8.57,74.68,150.9,19.28,73.8,166.95,-18.1,-80.24,1.56,-52.65
007700,F&F홀딩스,CFS,838490613033.0,705796956109.0,487622991613.0,493721176674.0,582270616837.0,573600967028.0,645468239044.0,706086461437.0,668029961428.0,3195056318742.0,2889031983176.0,2503909381693.0,1986296503879.0,1816814937477.0,727126345365.0,514391689043.0,486231560356.0,209186575064.0,393602925421.0,417560485966.0,2001404413752.0,12.32,20.2,169.83,14.45,24.44,121.21,79.93,26.68,85.01,9.33,5.79,149.86,132.44
007810,코리아써키트,CFS,522355070375.0,558131417900.0,616191020534.0,242749230942.0,298814701543.0,333602673813.0,526566694739.0,541835924394.0,412634244757.0,709890315967.0,751612622707.0,651986441566.0,1332234444242.0,1596875152129.0,1424168502751.0,-32101224771.0,99194841606.0,85112839470.0,-28266358679.0,85750793581.0,72195705436.0,-3.98,74.18,215.18,11.41,72.09,186.78,11.07,63.29,184.71,-16.57,-132.36,12.13,16.55
007815,코리아써우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00781K,코리아써키트2우B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
007860,서연,CFS,1227937214614.0,1156476041727.0,907740418746.0,1237640953938.0,1105073851122.0,982570610108.0,1556642713410.0,1319636711049.0,1231606779265.0,1215227939469.0,1003906635884.0,906272611992.0,4020724761964.0,3251548681865.0,2479315038515.0,256859542763.0,188572721382.0,83677156512.0,211407356490.0,99142112917.0,44274576012.0,17.4,128.09,99.22,9.88,131.45,104.65,4.89,135.9,92.38,23.66,36.21,31.15,125.36
007980,TP,CFS,313110285789.0,351971143041.0,407148188804.0,286432285747.0,368426159787.0,325062628415.0,478794359153.0,519858775950.0,600094345016.0,207669601545.0,201367566907.0,164857486926.0,920175022485.0,1084607022822.0,892927654015.0,40575172330.0,68441024827.0,1375375954.0,6012388270.0,24808819399.0,-14021095778.0,2.9,230.56,109.31,12.32,258.16,95.53,-8.5,364.01,125.25,-15.16,-40.72,21.47,4876.17
008040,사조동아원,CFS,207392603342.0,230815046192.0,194579526142.0,201568670655.0,245773663699.0,230423829683.0,206173173409.0,250702675272.0,237036708824.0,242629195318.0,230971048179.0,211752255721.0,678497886892.0,631567233187.0,412139560765.0,38636740353.0,15251124105.0,19110101101.0,10738977757.0,1035395608.0,2275542111.0,4.43,84.97,102.89,0.45,108.54,93.91,1.07,111.94,84.44,7.43,153.34,53.24,-20.19
008060,대덕,CFS,745306646567.0,803618533878.0,726402633569.0,225999709961.0,319681860612.0,243861865753.0,340057451171.0,419083389342.0,351055476398.0,1495255174827.0,1484267679739.0,1372902714878.0,1279256573243.0,1661906969216.0,1371708882418.0,31327712975.0,196865725672.0,67199543366.0,35936036808.0,133395501651.0,54714530587.0,2.4,22.74,329.78,8.99,28.24,251.38,3.99,25.57,297.87,-23.02,-84.09,21.16,192.96
00806K,대덕1우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008250,이건산업,CFS,146428768970.0,133882562867.0,116594546038.0,167732476157.0,134406680961.0,150432576597.0,250827068234.0,242273569536.0,229454183533.0,192247663198.0,200553363778.0,189839273956.0,311559747602.0,329330250975.0,276830153212.0,9115784917.0,19324775021.0,32135868698.0,-5593469801.0,5355718429.0,11662013066.0,-2.91,130.47,87.3,2.67,120.8,99.61,6.14,120.87,77.51,-5.4,-52.83,18.96,-39.87
008260,NI스틸,CFS,159229889714.0,117828393920.0,90159241918.0,187932026383.0,176853500421.0,168634421588.0,213796827395.0,209249322708.0,199203739916.0,234190235865.0,188195320194.0,141853067242.0,382911138805.0,355390202149.0,248212749463.0,,,,50209592821.0,48789612395.0,22054807252.0,21.44,91.29,84.73,25.92,111.19,66.62,15.55,140.43,53.46,7.74,,43.18,
008350,남선알미늄,CFS,170423189198.0,134740291615.0,116527738940.0,88129042434.0,49056022687.0,69337232868.0,129539387322.0,94558342251.0,119307587177.0,303168213251.0,306636801620.0,235930767817.0,310499187506.0,255740299974.0,230343536592.0,6445968577.0,-2490017943.0,-6912235686.0,-263740253.0,27929159088.0,41688591681.0,-0.09,42.73,193.38,9.11,30.84,274.67,17.67,50.57,168.06,21.41,358.87,11.03,63.98
008355,남선알미우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
008420,문배철강,CFS,54897665431.0,60235180840.0,84362793259.0,41677434309.0,33283391174.0,58507480580.0,47721898425.0,39013430441.0,66845641809.0,183924066261.0,167893428008.0,142993620555.0,163633902034.0,192206730661.0,204873267541.0,-3436828194.0,3006102380.0,20783114672.0,18559890622.0,26217228380.0,25376074458.0,10.09,25.95,131.72,15.62,23.24,180.98,17.75,46.75,144.19,-14.87,-214.33,-6.18,-85.54
008490,서흥,CFS,431159543682.0,399896261499.0,318602620368.0,441422214363.0,281268559520.0,236373770859.0,516668522058.0,456694418262.0,380086403113.0,477068533826.0,469724117636.0,429868450943.0,594567151213.0,634966079026.0,596733152009.0,42994972090.0,61977343251.0,69603625435.0,8884952964.0,40596746960.0,59295136504.0,1.86,108.3,97.68,8.64,97.23,142.18,13.79,88.42,134.79,-6.36,-30.63,6.41,-10.96
